Show,Date,Artist,Song,Total,Placement,file_path,vggish_dance,vggish_party,vggish_happy,vggish_sad,effnet_party,effnet_happy,effnet_sad,effnet_approachability,effnet_engagement,effnet_timbre_bright,tempo
Inkigayo,2024-03-24,TWS,plot twist,6414,1,data/audio/plot_twist_tws.flac,95.52295207977295,12.521101534366608,76.53722763061523,82.73884654045105,1.9281622022390366,45.05893290042877,87.98388242721558,88.13832998275757,91.56128764152527,51.556938886642456,112.0
Inkigayo,2024-03-24,BIBI,Bam Yang Gang,6219,2,data/audio/bam_yang_gang_bibi.flac,35.1607620716095,84.5599889755249,54.23624515533447,34.9188506603241,85.82985997200012,28.705191612243652,23.383410274982452,88.355952501297,50.74335336685181,49.47333037853241,177.0
Inkigayo,2024-03-24,(G)I-DLE,Fate,5246,3,data/audio/fate_(g)i-dle.flac,84.89646911621094,34.73981320858002,81.30384683609009,75.29994249343872,9.358502179384232,57.8758180141449,78.74115109443665,93.07429194450378,91.37811064720154,51.323121786117554,115.0
Show Champion,2024-03-27,THE BOYZ,Nectar,5025,1,data/audio/nectar_the_boyz.flac,85.11623740196228,32.083091139793396,69.16363835334778,64.52445387840271,21.338985860347748,25.894689559936523,73.15885424613953,88.32123875617981,90.73410034179688,51.522237062454224,121.0
Show Champion,2024-03-27,(G)I-DLE,Fate,3586,2,data/audio/fate_(g)i-dle.flac,84.89646911621094,34.73981320858002,81.30384683609009,75.29994249343872,9.358502179384232,57.8758180141449,78.74115109443665,93.07429194450378,91.37811064720154,51.323121786117554,115.0
Show Champion,2024-03-27,THE NEW SIX,FUEGO,3291,3,data/audio/fuego_the_new_six.flac,90.70574045181274,23.860718309879303,68.21087002754211,76.50208473205566,10.422544181346893,41.97755455970764,83.53177905082703,84.34433937072754,93.15153956413269,50.97687840461731,115.0
Show Champion,2024-03-27,n.SSign,FUNK JAM,3287,4,data/audio/funk_jam_n.ssign.flac,90.84365367889404,28.444141149520874,71.0033118724823,68.79886984825134,9.921988844871521,39.511388540267944,83.24413299560547,90.38366079330444,87.59186267852783,49.488937854766846,90.0
Show Champion,2024-03-27,DAY6,Welcome to the Show,2518,5,data/audio/welcome_to_the_show_day6.flac,59.42344665527344,54.656749963760376,63.68957757949829,62.561964988708496,23.055988550186157,57.991546392440796,79.1917622089386,91.19595885276794,95.36561965942383,54.25494909286499,132.0
M Countdown,2024-03-28,V,FRI(END)S,7767,1,data/audio/fri(end)s_v.flac,90.93487858772278,33.88867378234863,61.94278597831726,61.74730658531189,26.98170840740204,57.274454832077026,74.22568798065186,89.7314727306366,91.5705919265747,51.91952586174011,80.0
M Countdown,2024-03-28,THE BOYZ,Nectar,4214,2,data/audio/nectar_the_boyz.flac,85.11623740196228,32.083091139793396,69.16363835334778,64.52445387840271,21.338985860347748,25.894689559936523,73.15885424613953,88.32123875617981,90.73410034179688,51.522237062454224,121.0
Music Bank,2024-03-29,THE BOYZ,Nectar,9747,1,data/audio/nectar_the_boyz.flac,85.11623740196228,32.083091139793396,69.16363835334778,64.52445387840271,21.338985860347748,25.894689559936523,73.15885424613953,88.32123875617981,90.73410034179688,51.522237062454224,121.0
Music Bank,2024-03-29,(G)I-DLE,Fate,3794,2,data/audio/fate_(g)i-dle.flac,84.89646911621094,34.73981320858002,81.30384683609009,75.29994249343872,9.358502179384232,57.8758180141449,78.74115109443665,93.07429194450378,91.37811064720154,51.323121786117554,115.0
Show! Music Core,2024-03-30,THE BOYZ,Nectar,5962,1,data/audio/nectar_the_boyz.flac,85.11623740196228,32.083091139793396,69.16363835334778,64.52445387840271,21.338985860347748,25.894689559936523,73.15885424613953,88.32123875617981,90.73410034179688,51.522237062454224,121.0
Show! Music Core,2024-03-30,BIBI,Bam Yang Gang,5456,2,data/audio/bam_yang_gang_bibi.flac,35.1607620716095,84.5599889755249,54.23624515533447,34.9188506603241,85.82985997200012,28.705191612243652,23.383410274982452,88.355952501297,50.74335336685181,49.47333037853241,177.0
Show! Music Core,2024-03-30,LE SSERAFIM,EASY,4212,3,data/audio/easy_le_sserafim.flac,84.37212109565735,49.620211124420166,53.151148557662964,49.130961298942566,21.935802698135376,53.19562554359436,80.99474310874939,87.232905626297,85.87382435798645,52.28932499885559,83.0
Inkigayo,2024-03-31,(G)I-DLE,Fate,6119,1,data/audio/fate_(g)i-dle.flac,84.89646911621094,34.73981320858002,81.30384683609009,75.29994249343872,9.358502179384232,57.8758180141449,78.74115109443665,93.07429194450378,91.37811064720154,51.323121786117554,115.0
Inkigayo,2024-03-31,BIBI,Bam Yang Gang,5506,2,data/audio/bam_yang_gang_bibi.flac,35.1607620716095,84.5599889755249,54.23624515533447,34.9188506603241,85.82985997200012,28.705191612243652,23.383410274982452,88.355952501297,50.74335336685181,49.47333037853241,177.0
Inkigayo,2024-03-31,TWS,plot twist,5272,3,data/audio/plot_twist_tws.flac,95.52295207977295,12.521101534366608,76.53722763061523,82.73884654045105,1.9281622022390366,45.05893290042877,87.98388242721558,88.13832998275757,91.56128764152527,51.556938886642456,112.0
The Show,2024-04-02,ILLIT,Magnetic,6904,1,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
The Show,2024-04-02,UNIS,SUPERWOMAN,3340,2,data/audio/superwoman_unis.flac,96.88374996185303,15.70042073726654,72.81822562217712,83.70890021324158,4.033203795552254,25.842314958572388,88.74819874763489,86.55105233192444,87.77162432670593,51.58942937850952,115.0
The Show,2024-04-02,YOUNG POSSE,XXL,2446,3,data/audio/xxl_young_posse.flac,92.66389012336731,15.1226207613945,73.50321412086487,87.24295496940613,3.265472874045372,67.72468686103821,94.15847659111023,77.06664800643921,97.58665561676025,43.99072527885437,93.0
Show Champion,2024-04-03,NCT DREAM,Smoothie,7210,1,data/audio/smoothie_nct_dream.flac,93.00009608268738,27.604177594184875,57.54949450492859,75.04665851593018,9.703578054904938,33.189764618873596,90.92379808425903,75.957190990448,93.87201070785522,50.76651573181152,110.0
Show Champion,2024-04-03,ILLIT,Magnetic,6977,2,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Show Champion,2024-04-03,DAY6,Welcome to the Show,3586,3,data/audio/welcome_to_the_show_day6.flac,59.42344665527344,54.656749963760376,63.68957757949829,62.561964988708496,23.055988550186157,57.991546392440796,79.1917622089386,91.19595885276794,95.36561965942383,54.25494909286499,132.0
Show Champion,2024-04-03,DAVICHI,I'll be by your side,1810,4,data/audio/i'll_be_by_your_side_davichi.flac,65.23922085762024,68.33006143569946,50.960296392440796,36.09165847301483,23.247647285461426,12.001670897006989,52.86789536476135,94.67961192131042,86.00850701332092,52.530354261398315,100.0
Show Champion,2024-04-03,UNIS,SUPERWOMAN,1383,5,data/audio/superwoman_unis.flac,96.88374996185303,15.70042073726654,72.81822562217712,83.70890021324158,4.033203795552254,25.842314958572388,88.74819874763489,86.55105233192444,87.77162432670593,51.58942937850952,115.0
M Countdown,2024-04-04,NCT DREAM,Smoothie,7189,1,data/audio/smoothie_nct_dream.flac,93.00009608268738,27.604177594184875,57.54949450492859,75.04665851593018,9.703578054904938,33.189764618873596,90.92379808425903,75.957190990448,93.87201070785522,50.76651573181152,110.0
M Countdown,2024-04-04,ILLIT,Magnetic,6867,2,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Music Bank,2024-04-05,NCT DREAM,Smoothie,11596,1,data/audio/smoothie_nct_dream.flac,93.00009608268738,27.604177594184875,57.54949450492859,75.04665851593018,9.703578054904938,33.189764618873596,90.92379808425903,75.957190990448,93.87201070785522,50.76651573181152,110.0
Music Bank,2024-04-05,ILLIT,Magnetic,4913,2,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Show! Music Core,2024-04-06,NCT DREAM,Smoothie,8788,1,data/audio/smoothie_nct_dream.flac,93.00009608268738,27.604177594184875,57.54949450492859,75.04665851593018,9.703578054904938,33.189764618873596,90.92379808425903,75.957190990448,93.87201070785522,50.76651573181152,110.0
Show! Music Core,2024-04-06,BIBI,Bam Yang Gang,5010,2,data/audio/bam_yang_gang_bibi.flac,35.1607620716095,84.5599889755249,54.23624515533447,34.9188506603241,85.82985997200012,28.705191612243652,23.383410274982452,88.355952501297,50.74335336685181,49.47333037853241,177.0
Show! Music Core,2024-04-06,ILLIT,Magnetic,4902,3,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Inkigayo,2024-04-07,(G)I-DLE,Fate,6104,1,data/audio/fate_(g)i-dle.flac,84.89646911621094,34.73981320858002,81.30384683609009,75.29994249343872,9.358502179384232,57.8758180141449,78.74115109443665,93.07429194450378,91.37811064720154,51.323121786117554,115.0
Inkigayo,2024-04-07,ILLIT,Magnetic,5464,2,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Inkigayo,2024-04-07,BIBI,Bam Yang Gang,5083,3,data/audio/bam_yang_gang_bibi.flac,35.1607620716095,84.5599889755249,54.23624515533447,34.9188506603241,85.82985997200012,28.705191612243652,23.383410274982452,88.355952501297,50.74335336685181,49.47333037853241,177.0
The Show,2024-04-09,ILLIT,Magnetic,8990,1,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
The Show,2024-04-09,NOWADAYS,OoWee,4277,2,data/audio/oowee_nowadays.flac,93.85296106338501,20.467886328697205,68.9458966255188,81.56752586364746,3.337392210960388,46.772927045822144,93.64303350448608,86.76910400390625,97.55074977874756,48.606160283088684,100.0
The Show,2024-04-09,KISS OF LIFE,Midas Touch,3250,3,data/audio/midas_touch_kiss_of_life.flac,93.55760216712952,12.538672983646393,79.1188895702362,84.92820262908936,0.8908496238291264,62.107014656066895,92.9785430431366,89.76543545722961,95.70578336715698,49.03250336647034,119.0
Show Champion,2024-04-10,TOMORROW X TOGETHER,Deja Vu,4776,1,data/audio/deja_vu_tomorrow_x_together.flac,88.3848249912262,44.86883282661438,49.503231048583984,43.09543967247009,23.958712816238403,44.45183873176575,85.50020456314087,79.43084836006165,83.65066051483154,55.39133548736572,81.0
Show Champion,2024-04-10,ILLIT,Magnetic,4093,2,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Show Champion,2024-04-10,KISS OF LIFE,Midas Touch,2487,3,data/audio/midas_touch_kiss_of_life.flac,93.55760216712952,12.538672983646393,79.1188895702362,84.92820262908936,0.8908496238291264,62.107014656066895,92.9785430431366,89.76543545722961,95.70578336715698,49.03250336647034,119.0
Show Champion,2024-04-10,BABYMONSTER,Sheesh,1863,4,data/audio/sheesh_babymonster.flac,81.91134929656982,32.23540782928467,63.81814479827881,69.4308340549469,11.469165235757828,51.40891671180725,82.97555446624756,88.1226122379303,91.32586121559143,51.21859908103943,140.0
Show Champion,2024-04-10,DAY6,Welcome to the Show,1406,5,data/audio/welcome_to_the_show_day6.flac,59.42344665527344,54.656749963760376,63.68957757949829,62.561964988708496,23.055988550186157,57.991546392440796,79.1917622089386,91.19595885276794,95.36561965942383,54.25494909286499,132.0
M Countdown,2024-04-11,TOMORROW X TOGETHER,Deja Vu,6402,1,data/audio/deja_vu_tomorrow_x_together.flac,88.3848249912262,44.86883282661438,49.503231048583984,43.09543967247009,23.958712816238403,44.45183873176575,85.50020456314087,79.43084836006165,83.65066051483154,55.39133548736572,81.0
M Countdown,2024-04-11,ILLIT,Magnetic,6114,2,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Music Bank,2024-04-12,TOMORROW X TOGETHER,Deja Vu,10327,1,data/audio/deja_vu_tomorrow_x_together.flac,88.3848249912262,44.86883282661438,49.503231048583984,43.09543967247009,23.958712816238403,44.45183873176575,85.50020456314087,79.43084836006165,83.65066051483154,55.39133548736572,81.0
Music Bank,2024-04-12,ILLIT,Magnetic,5064,2,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Show! Music Core,2024-04-13,ILLIT,Magnetic,6307,1,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Show! Music Core,2024-04-13,TOMORROW X TOGETHER,Deja Vu,5653,2,data/audio/deja_vu_tomorrow_x_together.flac,88.3848249912262,44.86883282661438,49.503231048583984,43.09543967247009,23.958712816238403,44.45183873176575,85.50020456314087,79.43084836006165,83.65066051483154,55.39133548736572,81.0
Show! Music Core,2024-04-13,BIBI,Bam Yang Gang,4537,3,data/audio/bam_yang_gang_bibi.flac,35.1607620716095,84.5599889755249,54.23624515533447,34.9188506603241,85.82985997200012,28.705191612243652,23.383410274982452,88.355952501297,50.74335336685181,49.47333037853241,177.0
Inkigayo,2024-04-14,(G)I-DLE,Fate,6056,1,data/audio/fate_(g)i-dle.flac,84.89646911621094,34.73981320858002,81.30384683609009,75.29994249343872,9.358502179384232,57.8758180141449,78.74115109443665,93.07429194450378,91.37811064720154,51.323121786117554,115.0
Inkigayo,2024-04-14,ILLIT,Magnetic,5291,2,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Inkigayo,2024-04-14,TWS,plot twist,4882,3,data/audio/plot_twist_tws.flac,95.52295207977295,12.521101534366608,76.53722763061523,82.73884654045105,1.9281622022390366,45.05893290042877,87.98388242721558,88.13832998275757,91.56128764152527,51.556938886642456,112.0
The Show,2024-04-16,ONF,Bye My Monster,7490,1,data/audio/bye_my_monster_onf.flac,68.78838539123535,53.27416658401489,59.14284586906433,52.32847332954407,38.19704055786133,36.938729882240295,62.86163926124573,94.25212740898132,84.26123261451721,52.706676721572876,109.0
The Show,2024-04-16,KISS OF LIFE,Midas Touch,6036,2,data/audio/midas_touch_kiss_of_life.flac,93.55760216712952,12.538672983646393,79.1188895702362,84.92820262908936,0.8908496238291264,62.107014656066895,92.9785430431366,89.76543545722961,95.70578336715698,49.03250336647034,119.0
The Show,2024-04-16,EPEX,Youth2Youth,4189,3,data/audio/youth2youth_epex.flac,82.14129209518433,30.707818269729614,70.31874656677246,74.85328912734985,13.089771568775177,33.71662199497223,81.68911933898926,92.17554926872253,96.05729579925537,49.581751227378845,105.0
Show Champion,2024-04-17,ILLIT,Magnetic,4188,1,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Show Champion,2024-04-17,EPEX,Youth2Youth,3953,2,data/audio/youth2youth_epex.flac,82.14129209518433,30.707818269729614,70.31874656677246,74.85328912734985,13.089771568775177,33.71662199497223,81.68911933898926,92.17554926872253,96.05729579925537,49.581751227378845,105.0
Show Champion,2024-04-17,TOMORROW X TOGETHER,Deja Vu,3052,3,data/audio/deja_vu_tomorrow_x_together.flac,88.3848249912262,44.86883282661438,49.503231048583984,43.09543967247009,23.958712816238403,44.45183873176575,85.50020456314087,79.43084836006165,83.65066051483154,55.39133548736572,81.0
Show Champion,2024-04-17,ONF,Bye My Monster,2114,4,data/audio/bye_my_monster_onf.flac,68.78838539123535,53.27416658401489,59.14284586906433,52.32847332954407,38.19704055786133,36.938729882240295,62.86163926124573,94.25212740898132,84.26123261451721,52.706676721572876,109.0
Show Champion,2024-04-17,BABYMONSTER,Sheesh,1667,5,data/audio/sheesh_babymonster.flac,81.91134929656982,32.23540782928467,63.81814479827881,69.4308340549469,11.469165235757828,51.40891671180725,82.97555446624756,88.1226122379303,91.32586121559143,51.21859908103943,140.0
M Countdown,2024-04-18,ILLIT,Magnetic,6676,1,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
M Countdown,2024-04-18,BABYMONSTER,Sheesh,5371,2,data/audio/sheesh_babymonster.flac,81.91134929656982,32.23540782928467,63.81814479827881,69.4308340549469,11.469165235757828,51.40891671180725,82.97555446624756,88.1226122379303,91.32586121559143,51.21859908103943,140.0
Music Bank,2024-04-19,ILLIT,Magnetic,5096,1,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Music Bank,2024-04-19,TOMORROW X TOGETHER,Deja Vu,3792,2,data/audio/deja_vu_tomorrow_x_together.flac,88.3848249912262,44.86883282661438,49.503231048583984,43.09543967247009,23.958712816238403,44.45183873176575,85.50020456314087,79.43084836006165,83.65066051483154,55.39133548736572,81.0
Music Bank,2024-04-19,ONF,Bye My Monster,3463,3,data/audio/bye_my_monster_onf.flac,68.78838539123535,53.27416658401489,59.14284586906433,52.32847332954407,38.19704055786133,36.938729882240295,62.86163926124573,94.25212740898132,84.26123261451721,52.706676721572876,109.0
Show! Music Core,2024-04-20,ILLIT,Magnetic,6503,1,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Show! Music Core,2024-04-20,ONF,Bye My Monster,4092,2,data/audio/bye_my_monster_onf.flac,68.78838539123535,53.27416658401489,59.14284586906433,52.32847332954407,38.19704055786133,36.938729882240295,62.86163926124573,94.25212740898132,84.26123261451721,52.706676721572876,109.0
Show! Music Core,2024-04-20,TOMORROW X TOGETHER,Deja Vu,2851,3,data/audio/deja_vu_tomorrow_x_together.flac,88.3848249912262,44.86883282661438,49.503231048583984,43.09543967247009,23.958712816238403,44.45183873176575,85.50020456314087,79.43084836006165,83.65066051483154,55.39133548736572,81.0
Inkigayo,2024-04-21,ILLIT,Magnetic,7545,1,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Inkigayo,2024-04-21,TWS,plot twist,5447,2,data/audio/plot_twist_tws.flac,95.52295207977295,12.521101534366608,76.53722763061523,82.73884654045105,1.9281622022390366,45.05893290042877,87.98388242721558,88.13832998275757,91.56128764152527,51.556938886642456,112.0
Inkigayo,2024-04-21,BIBI,Bam Yang Gang,4834,3,data/audio/bam_yang_gang_bibi.flac,35.1607620716095,84.5599889755249,54.23624515533447,34.9188506603241,85.82985997200012,28.705191612243652,23.383410274982452,88.355952501297,50.74335336685181,49.47333037853241,177.0
The Show,2024-04-23,BOYNEXTDOOR,"Earth, Wind & Fire",9200,1,"data/audio/earth,_wind_&_fire_boynextdoor.flac",93.04876327514648,17.926591634750366,76.63362622261047,83.82487297058105,5.140632763504982,58.1076979637146,92.45508313179016,81.31192326545715,97.2177505493164,51.980942487716675,153.0
The Show,2024-04-23,ILLIT,Magnetic,4264,2,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
The Show,2024-04-23,EPEX,Youth2Youth,1957,3,data/audio/youth2youth_epex.flac,82.14129209518433,30.707818269729614,70.31874656677246,74.85328912734985,13.089771568775177,33.71662199497223,81.68911933898926,92.17554926872253,96.05729579925537,49.581751227378845,105.0
Show Champion,2024-04-24,BOYNEXTDOOR,"Earth, Wind & Fire",7009,1,"data/audio/earth,_wind_&_fire_boynextdoor.flac",93.04876327514648,17.926591634750366,76.63362622261047,83.82487297058105,5.140632763504982,58.1076979637146,92.45508313179016,81.31192326545715,97.2177505493164,51.980942487716675,153.0
Show Champion,2024-04-24,QWER,T.B.H,3551,2,data/audio/t.b.h_qwer.flac,85.89406609535217,24.704137444496155,74.36307072639465,86.46832704544067,2.4541307240724564,69.66458559036255,95.7373321056366,83.45041275024414,98.58788251876831,51.92070007324219,89.0
Show Champion,2024-04-24,BABYMONSTER,Sheesh,3370,3,data/audio/sheesh_babymonster.flac,81.91134929656982,32.23540782928467,63.81814479827881,69.4308340549469,11.469165235757828,51.40891671180725,82.97555446624756,88.1226122379303,91.32586121559143,51.21859908103943,140.0
Show Champion,2024-04-24,KISS OF LIFE,Midas Touch,1576,4,data/audio/midas_touch_kiss_of_life.flac,93.55760216712952,12.538672983646393,79.1188895702362,84.92820262908936,0.8908496238291264,62.107014656066895,92.9785430431366,89.76543545722961,95.70578336715698,49.03250336647034,119.0
Show Champion,2024-04-24,Woody,When You Alone,1442,5,data/audio/when_you_alone_woody.flac,47.895556688308716,67.09286570549011,49.88662898540497,47.51691818237305,30.59881031513214,35.725316405296326,60.6814980506897,94.10643577575684,91.83563590049744,54.00208234786987,90.0
M Countdown,2024-04-25,ILLIT,Magnetic,6262,1,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
M Countdown,2024-04-25,BABYMONSTER,Sheesh,5689,2,data/audio/sheesh_babymonster.flac,81.91134929656982,32.23540782928467,63.81814479827881,69.4308340549469,11.469165235757828,51.40891671180725,82.97555446624756,88.1226122379303,91.32586121559143,51.21859908103943,140.0
Music Bank,2024-04-26,BOYNEXTDOOR,"Earth, Wind & Fire",11210,1,"data/audio/earth,_wind_&_fire_boynextdoor.flac",93.04876327514648,17.926591634750366,76.63362622261047,83.82487297058105,5.140632763504982,58.1076979637146,92.45508313179016,81.31192326545715,97.2177505493164,51.980942487716675,153.0
Music Bank,2024-04-26,ILLIT,Magnetic,6026,2,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Show! Music Core,2024-04-27,ILLIT,Magnetic,6067,1,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Show! Music Core,2024-04-27,BOYNEXTDOOR,"Earth, Wind & Fire",5154,2,"data/audio/earth,_wind_&_fire_boynextdoor.flac",93.04876327514648,17.926591634750366,76.63362622261047,83.82487297058105,5.140632763504982,58.1076979637146,92.45508313179016,81.31192326545715,97.2177505493164,51.980942487716675,153.0
Show! Music Core,2024-04-27,BABYMONSTER,Sheesh,3121,3,data/audio/sheesh_babymonster.flac,81.91134929656982,32.23540782928467,63.81814479827881,69.4308340549469,11.469165235757828,51.40891671180725,82.97555446624756,88.1226122379303,91.32586121559143,51.21859908103943,140.0
Inkigayo,2024-04-28,ILLIT,Magnetic,6306,1,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Inkigayo,2024-04-28,BOYNEXTDOOR,"Earth, Wind & Fire",5778,2,"data/audio/earth,_wind_&_fire_boynextdoor.flac",93.04876327514648,17.926591634750366,76.63362622261047,83.82487297058105,5.140632763504982,58.1076979637146,92.45508313179016,81.31192326545715,97.2177505493164,51.980942487716675,153.0
Inkigayo,2024-04-28,TWS,plot twist,4687,3,data/audio/plot_twist_tws.flac,95.52295207977295,12.521101534366608,76.53722763061523,82.73884654045105,1.9281622022390366,45.05893290042877,87.98388242721558,88.13832998275757,91.56128764152527,51.556938886642456,112.0
Show Champion,2024-05-01,Doyoung,Little Light,5116,1,data/audio/little_light_doyoung.flac,48.46901595592499,75.80433487892151,54.052734375,34.029534459114075,68.8586413860321,28.457024693489075,35.54522097110748,94.22756433486938,86.35082840919495,51.81208848953247,92.0
Show Champion,2024-05-01,Zico,SPOT! (feat. JENNIE),4832,2,data/audio/spot!_(feat._jennie)_zico.flac,94.99024152755737,12.775713205337524,79.14328575134277,85.12312173843384,2.1745875477790833,58.39764475822449,90.12248516082764,83.477383852005,97.13049530982971,51.45273804664612,108.0
Show Champion,2024-05-01,YUQI,FREAK,3221,3,data/audio/freak_yuqi.flac,91.52169823646545,22.693195939064026,79.31002974510193,77.18194127082825,5.028105527162552,60.66576838493347,88.81887793540955,94.7478175163269,93.73904466629028,51.955097913742065,120.0
Show Champion,2024-05-01,KISS OF LIFE,Midas Touch,2139,4,data/audio/midas_touch_kiss_of_life.flac,93.55760216712952,12.538672983646393,79.1188895702362,84.92820262908936,0.8908496238291264,62.107014656066895,92.9785430431366,89.76543545722961,95.70578336715698,49.03250336647034,119.0
Show Champion,2024-05-01,EPEX,Youth2Youth,2048,5,data/audio/youth2youth_epex.flac,82.14129209518433,30.707818269729614,70.31874656677246,74.85328912734985,13.089771568775177,33.71662199497223,81.68911933898926,92.17554926872253,96.05729579925537,49.581751227378845,105.0
M Countdown,2024-05-02,BABYMONSTER,Sheesh,8802,1,data/audio/sheesh_babymonster.flac,81.91134929656982,32.23540782928467,63.81814479827881,69.4308340549469,11.469165235757828,51.40891671180725,82.97555446624756,88.1226122379303,91.32586121559143,51.21859908103943,140.0
M Countdown,2024-05-02,Zico,SPOT! (feat. JENNIE),4260,2,data/audio/spot!_(feat._jennie)_zico.flac,94.99024152755737,12.775713205337524,79.14328575134277,85.12312173843384,2.1745875477790833,58.39764475822449,90.12248516082764,83.477383852005,97.13049530982971,51.45273804664612,108.0
Music Bank,2024-05-03,Lee Chan-won,A Travel to the Sky,7227,1,data/audio/a_travel_to_the_sky_lee_chan-won.flac,12.541234493255615,95.69694995880127,21.17360234260559,5.993982031941414,97.88737297058105,3.505413606762886,7.829448580741882,92.30047464370728,80.19568920135498,51.56542658805847,72.0
Music Bank,2024-05-03,ILLIT,Magnetic,4678,2,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Show! Music Core,2024-05-04,Lee Chan-won,A Travel to the Sky,7760,1,data/audio/a_travel_to_the_sky_lee_chan-won.flac,12.541234493255615,95.69694995880127,21.17360234260559,5.993982031941414,97.88737297058105,3.505413606762886,7.829448580741882,92.30047464370728,80.19568920135498,51.56542658805847,72.0
Show! Music Core,2024-05-04,Doyoung,Little Light,7514,2,data/audio/little_light_doyoung.flac,48.46901595592499,75.80433487892151,54.052734375,34.029534459114075,68.8586413860321,28.457024693489075,35.54522097110748,94.22756433486938,86.35082840919495,51.81208848953247,92.0
