Show,Date,Artist,Song,Total,Placement,file_path,vggish_dance,vggish_party,vggish_happy,vggish_sad,effnet_party,effnet_happy,effnet_sad,effnet_approachability,effnet_engagement,effnet_timbre_bright,tempo
Show Champion,2024-11-13,Kep1er,TIPI-TAP,2623,3,data/audio/tipi-tap_kep1er.flac,95.37460803985596,14.067398011684418,70.84389328956604,85.75363755226135,7.817558944225311,68.42540502548218,92.78936982154846,67.3360288143158,97.92759418487549,46.79635763168335,137.0
Show Champion,2024-11-13,EPEX,UNIVERSE,1954,4,data/audio/universe_epex.flac,73.03240895271301,36.04190647602081,72.1107006072998,79.99287247657776,7.587894052267075,46.55262231826782,86.51368618011475,92.56290197372437,96.03508710861206,49.05087053775787,118.0
Show Champion,2024-11-13,BABYMONSTER,DRIP,1944,5,data/audio/drip_babymonster.flac,92.39455461502075,17.106160521507263,78.3650815486908,83.21399688720703,5.863211676478386,50.42471885681152,85.42485237121582,86.23235821723938,93.4415340423584,49.5774507522583,120.0
Music Bank,2024-11-15,TOMORROW X TOGETHER,Over The Moon,11171,1,data/audio/over_the_moon_tomorrow_x_together.flac,88.44779133796692,37.90366351604462,65.55932760238647,51.379674673080444,11.965832114219666,26.577618718147278,83.53341221809387,89.86985683441162,87.6746118068695,51.10294818878174,116.0
Music Bank,2024-11-15,ROSE,APT (with Bruno Mars),4700,2,data/audio/apt_(with_bruno_mars)_rose.flac,89.23249840736389,13.51858377456665,81.49898648262024,83.01096558570862,3.5369526594877243,92.6677405834198,94.89315152168274,92.2528088092804,99.49936866760254,53.74159216880798,149.0
Show! Music Core,2024-11-16,ROSE,APT (with Bruno Mars),7487,1,data/audio/apt_(with_bruno_mars)_rose.flac,89.23249840736389,13.51858377456665,81.49898648262024,83.01096558570862,3.5369526594877243,92.6677405834198,94.89315152168274,92.2528088092804,99.49936866760254,53.74159216880798,149.0
Show! Music Core,2024-11-16,aespa,Whiplash,5378,2,data/audio/whiplash_aespa.flac,97.6085364818573,6.085173785686493,72.06115126609802,94.32282447814941,0.6307125091552734,60.53066849708557,96.86992764472961,67.10919141769409,98.40497374534607,49.40403997898102,126.0
Show! Music Core,2024-11-16,G-Dragon,POWER,4226,3,data/audio/power_g-dragon.flac,97.16770648956299,12.936095893383026,66.70424938201904,83.47607254981995,3.0454929918050766,73.37220907211304,91.56724810600281,92.56020188331604,96.54848575592041,49.47696030139923,90.0
Inkigayo,2024-11-17,aespa,Whiplash,5705,1,data/audio/whiplash_aespa.flac,97.6085364818573,6.085173785686493,72.06115126609802,94.32282447814941,0.6307125091552734,60.53066849708557,96.86992764472961,67.10919141769409,98.40497374534607,49.40403997898102,126.0
Inkigayo,2024-11-17,TOMORROW X TOGETHER,Over The Moon,5186,2,data/audio/over_the_moon_tomorrow_x_together.flac,88.44779133796692,37.90366351604462,65.55932760238647,51.379674673080444,11.965832114219666,26.577618718147278,83.53341221809387,89.86985683441162,87.6746118068695,51.10294818878174,116.0
Inkigayo,2024-11-17,G-Dragon,POWER,4601,3,data/audio/power_g-dragon.flac,97.16770648956299,12.936095893383026,66.70424938201904,83.47607254981995,3.0454929918050766,73.37220907211304,91.56724810600281,92.56020188331604,96.54848575592041,49.47696030139923,90.0
Show Champion,2024-11-20,NCT DREAM,When I'm With You,7169,1,data/audio/when_i'm_with_you_nct_dream.flac,94.63464021682739,14.708173274993896,79.10706996917725,84.32844281196594,6.751798838376999,27.52598524093628,82.05189108848572,91.78354740142822,92.19337105751038,52.4817168712616,117.0
Show Champion,2024-11-20,ENHYPEN,No Doubt,5218,2,data/audio/no_doubt_enhypen.flac,96.61139845848083,16.242365539073944,63.62662315368652,59.476590156555176,6.937605142593384,63.129132986068726,89.9975061416626,93.95505785942078,97.1202552318573,52.380067110061646,130.0
Show Champion,2024-11-20,BABYMONSTER,DRIP,4510,3,data/audio/drip_babymonster.flac,92.39455461502075,17.106160521507263,78.3650815486908,83.21399688720703,5.863211676478386,50.42471885681152,85.42485237121582,86.23235821723938,93.4415340423584,49.5774507522583,120.0
Show Champion,2024-11-20,ATEEZ,Ice On My Teeth,3207,4,data/audio/ice_on_my_teeth_ateez.flac,93.9323902130127,31.132158637046814,55.801600217819214,56.75826668739319,8.974087983369827,54.670506715774536,87.0531439781189,92.28094220161438,96.2791919708252,51.78335905075073,101.0
Show Champion,2024-11-20,TOMORROW X TOGETHER,Over The Moon,2120,5,data/audio/over_the_moon_tomorrow_x_together.flac,88.44779133796692,37.90366351604462,65.55932760238647,51.379674673080444,11.965832114219666,26.577618718147278,83.53341221809387,89.86985683441162,87.6746118068695,51.10294818878174,116.0
Music Bank,2024-11-22,NCT DREAM,When I'm With You,8016,1,data/audio/when_i'm_with_you_nct_dream.flac,94.63464021682739,14.708173274993896,79.10706996917725,84.32844281196594,6.751798838376999,27.52598524093628,82.05189108848572,91.78354740142822,92.19337105751038,52.4817168712616,117.0
Music Bank,2024-11-22,ENHYPEN,No Doubt,7709,2,data/audio/no_doubt_enhypen.flac,96.61139845848083,16.242365539073944,63.62662315368652,59.476590156555176,6.937605142593384,63.129132986068726,89.9975061416626,93.95505785942078,97.1202552318573,52.380067110061646,130.0
Show! Music Core,2024-11-23,NCT DREAM,When I'm With You,6705,1,data/audio/when_i'm_with_you_nct_dream.flac,94.63464021682739,14.708173274993896,79.10706996917725,84.32844281196594,6.751798838376999,27.52598524093628,82.05189108848572,91.78354740142822,92.19337105751038,52.4817168712616,117.0
Show! Music Core,2024-11-23,aespa,Whiplash,6452,2,data/audio/whiplash_aespa.flac,97.6085364818573,6.085173785686493,72.06115126609802,94.32282447814941,0.6307125091552734,60.53066849708557,96.86992764472961,67.10919141769409,98.40497374534607,49.40403997898102,126.0
Show! Music Core,2024-11-23,G-Dragon,POWER,4871,3,data/audio/power_g-dragon.flac,97.16770648956299,12.936095893383026,66.70424938201904,83.47607254981995,3.0454929918050766,73.37220907211304,91.56724810600281,92.56020188331604,96.54848575592041,49.47696030139923,90.0
Inkigayo,2024-11-24,aespa,Whiplash,5690,1,data/audio/whiplash_aespa.flac,97.6085364818573,6.085173785686493,72.06115126609802,94.32282447814941,0.6307125091552734,60.53066849708557,96.86992764472961,67.10919141769409,98.40497374534607,49.40403997898102,126.0
Inkigayo,2024-11-24,ENHYPEN,No Doubt,4208,2,data/audio/no_doubt_enhypen.flac,96.61139845848083,16.242365539073944,63.62662315368652,59.476590156555176,6.937605142593384,63.129132986068726,89.9975061416626,93.95505785942078,97.1202552318573,52.380067110061646,130.0
Inkigayo,2024-11-24,G-Dragon,POWER,4145,3,data/audio/power_g-dragon.flac,97.16770648956299,12.936095893383026,66.70424938201904,83.47607254981995,3.0454929918050766,73.37220907211304,91.56724810600281,92.56020188331604,96.54848575592041,49.47696030139923,90.0
Music Bank,2024-11-29,ATEEZ,Ice On My Teeth,9219,1,data/audio/ice_on_my_teeth_ateez.flac,93.9323902130127,31.132158637046814,55.801600217819214,56.75826668739319,8.974087983369827,54.670506715774536,87.0531439781189,92.28094220161438,96.2791919708252,51.78335905075073,101.0
Music Bank,2024-11-29,ROSE,APT (with Bruno Mars),3756,2,data/audio/apt_(with_bruno_mars)_rose.flac,89.23249840736389,13.51858377456665,81.49898648262024,83.01096558570862,3.5369526594877243,92.6677405834198,94.89315152168274,92.2528088092804,99.49936866760254,53.74159216880798,149.0
Show! Music Core,2024-11-30,aespa,Whiplash,6955,1,data/audio/whiplash_aespa.flac,97.6085364818573,6.085173785686493,72.06115126609802,94.32282447814941,0.6307125091552734,60.53066849708557,96.86992764472961,67.10919141769409,98.40497374534607,49.40403997898102,126.0
Show! Music Core,2024-11-30,G-Dragon,HOME SWEET HOME,4226,2,data/audio/home_sweet_home_g-dragon.flac,81.96601867675781,33.81084501743317,71.69756889343262,73.80324006080627,9.426680952310562,60.23979187011719,88.07464241981506,84.37113761901855,96.03854417800903,50.85139870643616,150.0
Show! Music Core,2024-11-30,Taeyeon,Letter To Myself,3484,3,data/audio/letter_to_myself_taeyeon.flac,79.54419255256653,40.362557768821716,66.57670140266418,57.97986388206482,6.23258501291275,36.66355311870575,81.99713230133057,92.706298828125,92.4250066280365,51.99459195137024,153.0
Inkigayo,2024-12-01,aespa,Whiplash,5872,1,data/audio/whiplash_aespa.flac,97.6085364818573,6.085173785686493,72.06115126609802,94.32282447814941,0.6307125091552734,60.53066849708557,96.86992764472961,67.10919141769409,98.40497374534607,49.40403997898102,126.0
Inkigayo,2024-12-01,G-Dragon,HOME SWEET HOME,4312,2,data/audio/home_sweet_home_g-dragon.flac,81.96601867675781,33.81084501743317,71.69756889343262,73.80324006080627,9.426680952310562,60.23979187011719,88.07464241981506,84.37113761901855,96.03854417800903,50.85139870643616,150.0
Inkigayo,2024-12-01,BABYMONSTER,DRIP,3642,3,data/audio/drip_babymonster.flac,92.39455461502075,17.106160521507263,78.3650815486908,83.21399688720703,5.863211676478386,50.42471885681152,85.42485237121582,86.23235821723938,93.4415340423584,49.5774507522583,120.0
The Show,2024-12-03,WayV,FREQUENCY,7920,1,data/audio/frequency_wayv.flac,90.83968997001648,22.28156477212906,70.28167247772217,81.16098642349243,11.871550977230072,38.37778568267822,88.3213222026825,85.09842157363892,94.10025477409363,45.070964097976685,100.0
The Show,2024-12-03,izna,IZNA,5519,2,data/audio/izna_izna.flac,92.51652359962463,23.077067732810974,69.39345598220825,66.87752604484558,7.093150168657303,40.22018313407898,83.8568925857544,88.5017454624176,91.42815470695496,53.52352857589722,106.0
The Show,2024-12-03,NOWADAYS,Let's get it,2814,3,data/audio/let's_get_it_nowadays.flac,84.8652720451355,32.947930693626404,69.23688650131226,76.49285793304443,15.292246639728546,53.808027505874634,87.15029954910278,78.20807099342346,93.7775194644928,48.400554060935974,125.0
Show Champion,2024-12-04,WayV,FREQUENCY,4859,1,data/audio/frequency_wayv.flac,90.83968997001648,22.28156477212906,70.28167247772217,81.16098642349243,11.871550977230072,38.37778568267822,88.3213222026825,85.09842157363892,94.10025477409363,45.070964097976685,100.0
Show Champion,2024-12-04,TWS,Last Festival,3985,2,data/audio/last_festival_tws.flac,92.15834736824036,17.865557968616486,72.75778651237488,80.66534996032715,10.458897054195404,38.688984513282776,86.68675422668457,80.2461326122284,93.78802180290222,49.036213755607605,118.0
Show Champion,2024-12-04,Hwang Karam,I'm Firefly,3903,3,data/audio/i'm_firefly_hwang_karam.flac,12.32886016368866,97.39691615104675,24.758127331733704,8.212199062108994,99.41932559013367,11.501768231391907,15.674951672554016,89.382404088974,65.67030549049377,51.90053582191467,148.0
Show Champion,2024-12-04,IRENE,Like A Flower,2140,4,data/audio/like_a_flower_irene.flac,93.67508292198181,20.956598222255707,70.27717232704163,76.8587589263916,11.294557899236679,33.69201421737671,84.43809747695923,79.51878309249878,82.45264291763306,50.9543240070343,123.0
Show Champion,2024-12-04,izna,IZNA,1995,5,data/audio/izna_izna.flac,92.51652359962463,23.077067732810974,69.39345598220825,66.87752604484558,7.093150168657303,40.22018313407898,83.8568925857544,88.5017454624176,91.42815470695496,53.52352857589722,106.0
Music Bank,2024-12-06,WayV,FREQUENCY,6354,1,data/audio/frequency_wayv.flac,90.83968997001648,22.28156477212906,70.28167247772217,81.16098642349243,11.871550977230072,38.37778568267822,88.3213222026825,85.09842157363892,94.10025477409363,45.070964097976685,100.0
Music Bank,2024-12-06,TWS,Last Festival,5994,2,data/audio/last_festival_tws.flac,92.15834736824036,17.865557968616486,72.75778651237488,80.66534996032715,10.458897054195404,38.688984513282776,86.68675422668457,80.2461326122284,93.78802180290222,49.036213755607605,118.0
Music Bank,2024-12-13,Twice,Strategy (ft. Megan Thee Stallion),10488,1,data/audio/strategy_(ft._megan_thee_stallion)_twice.flac,92.86834597587585,16.724008321762085,82.37720727920532,80.3739070892334,1.673191599547863,58.3834171295166,89.22597765922546,92.93311834335327,94.73245739936829,52.1355926990509,110.0
Music Bank,2024-12-13,Cravity,Now or Never,5840,2,data/audio/now_or_never_cravity.flac,84.60201621055603,30.483147501945496,65.81053137779236,78.91944646835327,7.7505990862846375,43.20630133152008,85.88165044784546,90.23139476776123,94.57855224609375,50.25758147239685,154.0
Music Bank,2024-12-13,ROSE,APT (with Bruno Mars),4891,3,data/audio/apt_(with_bruno_mars)_rose.flac,89.23249840736389,13.51858377456665,81.49898648262024,83.01096558570862,3.5369526594877243,92.6677405834198,94.89315152168274,92.2528088092804,99.49936866760254,53.74159216880798,149.0
Music Bank,2024-12-13,aespa,Whiplash,3136,4,data/audio/whiplash_aespa.flac,97.6085364818573,6.085173785686493,72.06115126609802,94.32282447814941,0.6307125091552734,60.53066849708557,96.86992764472961,67.10919141769409,98.40497374534607,49.40403997898102,126.0
Music Bank,2024-12-13,G-Dragon,POWER,2408,5,data/audio/power_g-dragon.flac,97.16770648956299,12.936095893383026,66.70424938201904,83.47607254981995,3.0454929918050766,73.37220907211304,91.56724810600281,92.56020188331604,96.54848575592041,49.47696030139923,90.0
Inkigayo,2024-12-15,G-Dragon,HOME SWEET HOME,5984,1,data/audio/home_sweet_home_g-dragon.flac,81.96601867675781,33.81084501743317,71.69756889343262,73.80324006080627,9.426680952310562,60.23979187011719,88.07464241981506,84.37113761901855,96.03854417800903,50.85139870643616,150.0
Inkigayo,2024-12-15,Twice,Strategy (ft. Megan Thee Stallion),4166,2,data/audio/strategy_(ft._megan_thee_stallion)_twice.flac,92.86834597587585,16.724008321762085,82.37720727920532,80.3739070892334,1.673191599547863,58.3834171295166,89.22597765922546,92.93311834335327,94.73245739936829,52.1355926990509,110.0
Inkigayo,2024-12-15,ROSE,number one girl,3816,3,data/audio/number_one_girl_rose.flac,41.564032435417175,77.71562933921814,24.126756191253662,15.193670988082886,60.227757692337036,8.879045397043228,31.647658348083496,89.99952673912048,80.41621446609497,52.3533821105957,116.0
Music Bank,2024-12-20,STRAY KIDS,Walkin On Water,8556,1,data/audio/walkin_on_water_stray_kids.flac,93.09622049331665,18.42203289270401,64.22283053398132,88.13365697860718,4.455077648162842,38.028156757354736,94.07618045806885,80.5677056312561,98.32335710525513,44.229671359062195,95.0
Music Bank,2024-12-20,Twice,Strategy (ft. Megan Thee Stallion),5786,2,data/audio/strategy_(ft._megan_thee_stallion)_twice.flac,92.86834597587585,16.724008321762085,82.37720727920532,80.3739070892334,1.673191599547863,58.3834171295166,89.22597765922546,92.93311834335327,94.73245739936829,52.1355926990509,110.0
Music Bank,2024-12-20,ROSE,APT (with Bruno Mars),3708,3,data/audio/apt_(with_bruno_mars)_rose.flac,89.23249840736389,13.51858377456665,81.49898648262024,83.01096558570862,3.5369526594877243,92.6677405834198,94.89315152168274,92.2528088092804,99.49936866760254,53.74159216880798,149.0
Music Bank,2024-12-20,Cravity,Now or Never,3483,4,data/audio/now_or_never_cravity.flac,84.60201621055603,30.483147501945496,65.81053137779236,78.91944646835327,7.7505990862846375,43.20630133152008,85.88165044784546,90.23139476776123,94.57855224609375,50.25758147239685,154.0
Show! Music Core,2024-12-21,G-Dragon,HOME SWEET HOME,6925,1,data/audio/home_sweet_home_g-dragon.flac,81.96601867675781,33.81084501743317,71.69756889343262,73.80324006080627,9.426680952310562,60.23979187011719,88.07464241981506,84.37113761901855,96.03854417800903,50.85139870643616,150.0
Show! Music Core,2024-12-21,aespa,Whiplash,5488,2,data/audio/whiplash_aespa.flac,97.6085364818573,6.085173785686493,72.06115126609802,94.32282447814941,0.6307125091552734,60.53066849708557,96.86992764472961,67.10919141769409,98.40497374534607,49.40403997898102,126.0
Show! Music Core,2024-12-21,ROSE,toxic till the end,4036,3,data/audio/toxic_till_the_end_rose.flac,83.3284080028534,38.97271454334259,57.43918418884277,48.75504672527313,19.79849934577942,26.381665468215942,74.75811839103699,89.38555717468262,85.49067974090576,51.09780430793762,84.0
Music Bank,2024-12-27,STRAY KIDS,Walkin On Water,5599,1,data/audio/walkin_on_water_stray_kids.flac,93.09616684913635,18.421563506126404,64.22240138053894,88.13451528549194,4.455574229359627,38.0331814289093,94.0758764743805,80.56911826133728,98.32305908203125,44.229456782341,95.0
Music Bank,2025-01-03,ROSE,APT (with Bruno Mars),4087,1,data/audio/apt_(with_bruno_mars)_rose.flac,89.23249840736389,13.51858377456665,81.49898648262024,83.01096558570862,3.5369526594877243,92.6677405834198,94.89315152168274,92.2528088092804,99.49936866760254,53.74159216880798,149.0
Music Bank,2025-01-03,STRAY KIDS,Walkin On Water,3433,2,data/audio/walkin_on_water_stray_kids.flac,93.09622049331665,18.42203289270401,64.22283053398132,88.13365697860718,4.455077648162842,38.028156757354736,94.07618045806885,80.5677056312561,98.32335710525513,44.229671359062195,95.0
Music Bank,2025-01-03,aespa,Whiplash,3000,3,data/audio/whiplash_aespa.flac,97.6085364818573,6.085173785686493,72.06115126609802,94.32282447814941,0.6307125091552734,60.53066849708557,96.86992764472961,67.10919141769409,98.40497374534607,49.40403997898102,126.0
Inkigayo,2025-01-05,G-Dragon,HOME SWEET HOME,5807,1,data/audio/home_sweet_home_g-dragon.flac,81.96601867675781,33.81084501743317,71.69756889343262,73.80324006080627,9.426680952310562,60.23979187011719,88.07464241981506,84.37113761901855,96.03854417800903,50.85139870643616,150.0
Inkigayo,2025-01-05,ROSE,toxic till the end,4835,2,data/audio/toxic_till_the_end_rose.flac,83.3284080028534,38.97271454334259,57.43918418884277,48.75504672527313,19.79849934577942,26.381665468215942,74.75811839103699,89.38555717468262,85.49067974090576,51.09780430793762,84.0
Inkigayo,2025-01-05,ROSE,number one girl,4100,3,data/audio/number_one_girl_rose.flac,41.564032435417175,77.71562933921814,24.126756191253662,15.193670988082886,60.227757692337036,8.879045397043228,31.647658348083496,89.99952673912048,80.41621446609497,52.3533821105957,116.0
M Countdown,2025-01-09,STRAY KIDS,Walkin On Water,8656,1,data/audio/walkin_on_water_stray_kids.flac,93.09622049331665,18.42203289270401,64.22283053398132,88.13365697860718,4.455077648162842,38.028156757354736,94.07618045806885,80.5677056312561,98.32335710525513,44.229671359062195,95.0
M Countdown,2025-01-09,n.SSign,Love Potion,2992,2,data/audio/love_potion_n.ssign.flac,95.24531960487366,12.947055697441101,76.88291668891907,85.67149639129639,4.6081990003585815,56.910330057144165,92.20240712165833,89.02289867401123,95.96056342124939,49.98066425323486,108.0
Music Bank,2025-01-10,n.SSign,Love Potion,7525,1,data/audio/love_potion_n.ssign.flac,95.24531960487366,12.947055697441101,76.88291668891907,85.67149639129639,4.6081990003585815,56.910330057144165,92.20240712165833,89.02289867401123,95.96056342124939,49.98066425323486,108.0
Music Bank,2025-01-10,ROSE,APT (with Bruno Mars),3379,2,data/audio/apt_(with_bruno_mars)_rose.flac,89.23249840736389,13.51858377456665,81.49898648262024,83.01096558570862,3.5369526594877243,92.6677405834198,94.89315152168274,92.2528088092804,99.49936866760254,53.74159216880798,149.0
Show! Music Core,2025-01-11,G-Dragon,HOME SWEET HOME,6918,1,data/audio/home_sweet_home_g-dragon.flac,81.96601867675781,33.81084501743317,71.69756889343262,73.80324006080627,9.426680952310562,60.23979187011719,88.07464241981506,84.37113761901855,96.03854417800903,50.85139870643616,150.0
Show! Music Core,2025-01-11,ROSE,toxic till the end,5137,2,data/audio/toxic_till_the_end_rose.flac,83.3284080028534,38.97271454334259,57.43918418884277,48.75504672527313,19.79849934577942,26.381665468215942,74.75811839103699,89.38555717468262,85.49067974090576,51.09780430793762,84.0
Show! Music Core,2025-01-11,JAESSBEE,Every Moment With You,4054,3,data/audio/every_moment_with_you_jaessbee.flac,90.62570929527283,26.05392336845398,79.06160950660706,72.15920090675354,4.247991368174553,36.345189809799194,90.22988677024841,95.61868906021118,95.1532781124115,48.175403475761414,110.0
Inkigayo,2025-01-12,G-Dragon,HOME SWEET HOME,5418,1,data/audio/home_sweet_home_g-dragon.flac,81.96601867675781,33.81084501743317,71.69756889343262,73.80324006080627,9.426680952310562,60.23979187011719,88.07464241981506,84.37113761901855,96.03854417800903,50.85139870643616,150.0
Inkigayo,2025-01-12,ROSE,toxic till the end,4822,2,data/audio/toxic_till_the_end_rose.flac,83.3284080028534,38.97271454334259,57.43918418884277,48.75504672527313,19.79849934577942,26.381665468215942,74.75811839103699,89.38555717468262,85.49067974090576,51.09780430793762,84.0
Inkigayo,2025-01-12,BABYMONSTER,DRIP,4647,3,data/audio/drip_babymonster.flac,92.39455461502075,17.106160521507263,78.3650815486908,83.21399688720703,5.863211676478386,50.42471885681152,85.42485237121582,86.23235821723938,93.4415340423584,49.5774507522583,120.0
M Countdown,2025-01-16,BOYNEXTDOOR,"If I Say, I LOVE YOU",9500,1,"data/audio/if_i_say,_i_love_you_boynextdoor.flac",91.96459650993347,20.559948682785034,78.09971570968628,75.73687434196472,9.323272854089737,75.56143999099731,86.79642081260681,77.36331224441528,96.24131917953491,47.96008765697479,138.0
M Countdown,2025-01-16,BSS,CBZ (Prime time),8317,2,data/audio/cbz_(prime_time)_bss.flac,93.86287927627563,12.211231887340546,83.6076021194458,91.32997393608093,4.089948907494545,66.20689630508423,87.68649697303772,85.56295037269592,97.59226441383362,51.4733612537384,110.0
