,Episode,Date,Artist,Song,Points,Award Show,Search Query,Song ID
230,834,"March 21, 2024",V,Fri(end)s,"7,950",M Countdown,track:Fri(end)s artist:V year:2000-2024,0PBTlQ84CBJF0tBnKGmQa6
231,835,"March 28, 2024",V,Fri(end)s,"7,767",M Countdown,track:Fri(end)s artist:V year:2000-2024,0PBTlQ84CBJF0tBnKGmQa6
232,836,"April 4, 2024",NCT Dream,Smoothie,"7,189",M Countdown,track:Smoothie artist:NCT Dream year:2000-2024,4FHK9yx0aji18DiEkC9USz
233,837,"April 11, 2024",Tomorrow X Together,Deja Vu,"6,402",M Countdown,track:Deja Vu artist:Tomorrow X Together year:2000-2024,3aAnwyBJY9OLNLqSgd4fZU
234,838,"April 18, 2024",Illit,Magnetic,"6,676",M Countdown,track:Magnetic artist:Illit year:2000-2024,1aKvZDoLGkNMxoRYgkckZG
235,839,"April 25, 2024",Illit,Magnetic,"6,262",M Countdown,track:Magnetic artist:Illit year:2000-2024,1aKvZDoLGkNMxoRYgkckZG
236,840,"May 2, 2024",BabyMonster,Sheesh,"8,802",M Countdown,track:Sheesh artist:BabyMonster year:2000-2024,1njlnn8ZKHI77Pe9szIONR
237,841,"May 9, 2024",Seventeen,Maestro,—,M Countdown,track:Maestro artist:Seventeen year:2000-2024,2UE9XGbAzicJIyo4bB6sqM
238,842,"May 16, 2024",Seventeen,Maestro,"6,797",M Countdown,track:Maestro artist:Seventeen year:2000-2024,2UE9XGbAzicJIyo4bB6sqM
239,843,"May 23, 2024",Aespa,Supernova,"7,214",M Countdown,track:Supernova artist:Aespa year:2000-2024,2VdSktBqFfkW7y6q5Ik4Z4
240,844,"May 30, 2024",Aespa,Supernova,"7,960",M Countdown,track:Supernova artist:Aespa year:2000-2024,2VdSktBqFfkW7y6q5Ik4Z4
241,845,"June 6, 2024",Aespa,Armageddon,"8,634",M Countdown,track:Armageddon artist:Aespa year:2000-2024,5eWcGfUCrVFMoYskyfkEPE
242,847,"June 20, 2024",Aespa,Armageddon,"6,291",M Countdown,track:Armageddon artist:Aespa year:2000-2024,5eWcGfUCrVFMoYskyfkEPE
243,848,"June 27, 2024",Riize,Boom Boom Bass,"8,839",M Countdown,track:Boom Boom Bass artist:Riize year:2000-2024,6Ixrp3yXfzv5brZXmZuXXN
244,849,"July 4, 2024",Lee Young-ji,Small Girl,"6,031",M Countdown,track:Small Girl artist:Lee Young-ji year:2000-2024,1AtFSBJibfaqfiOByQCwZ5
245,850,"July 11, 2024",Jimin,Smeraldo Garden Marching Band,"7,574",M Countdown,track:Smeraldo Garden Marching Band artist:Jimin year:2000-2024,1agDCV4zQqaFwJQNsTgmL1
246,851,"July 18, 2024",Jimin,Smeraldo Garden Marching Band,"6,966",M Countdown,track:Smeraldo Garden Marching Band artist:Jimin year:2000-2024,1agDCV4zQqaFwJQNsTgmL1
247,852,"July 25, 2024",Stray Kids,Chk Chk Boom,—,M Countdown,track:Chk Chk Boom artist:Stray Kids year:2000-2024,4Y2SbIvpaBfL2844r8EGgT
248,853,"August 8, 2024",Jimin,Who,"8,907",M Countdown,track:Who artist:Jimin year:2000-2024,7tI8dRuH2Yc6RuoTjxo4dU
249,854,"August 15, 2024",Jimin,Who,—,M Countdown,track:Who artist:Jimin year:2000-2024,7tI8dRuH2Yc6RuoTjxo4dU
250,855,"August 22, 2024",Fromis 9,Supersonic,"9,953",M Countdown,track:Supersonic artist:Fromis 9 year:2000-2024,6oNLSQX8bcAdbCElZYju3v
251,857,"September 5, 2024",Zerobaseone,Good So Bad,"8,790",M Countdown,track:Good So Bad artist:Zerobaseone year:2000-2024,28HVi8XtrlKauIVUxSlc6q
252,858,"September 12, 2024",Le Sserafim,Crazy,"7,694",M Countdown,track:Crazy artist:Le Sserafim year:2000-2024,4gxEY3Mh5FZZDAJAKPNrCS
253,859,"September 19, 2024",Le Sserafim,Crazy,—,M Countdown,track:Crazy artist:Le Sserafim year:2000-2024,4gxEY3Mh5FZZDAJAKPNrCS
254,860,"September 26, 2024",Le Sserafim,Crazy,"6,608",M Countdown,track:Crazy artist:Le Sserafim year:2000-2024,4gxEY3Mh5FZZDAJAKPNrCS
255,861,"October 3, 2024",Yeonjun,Ggum,"6,642",M Countdown,track:Ggum artist:Yeonjun year:2000-2024,1QPV3QoWw3rRKPeYoX8kO8
256,862,"October 10, 2024",QWER,My Name is Malguem,"6,118",M Countdown,track:My Name is Malguem artist:QWER year:2000-2024,1lTBkwEm0wim9RsMXqtqWy
257,863,"October 17, 2024",Jennie,Mantra,"7,894",M Countdown,track:Mantra artist:Jennie year:2000-2024,78yHTvGfbDGL2XYAEkcqKH
258,864,"October 24, 2024",Rosé&Bruno Mars,Apt.,"6,707",M Countdown,track:Apt. artist:Rosé&Bruno Mars year:2000-2024,0JLcfQTtEf3Whtj59OhS0f
259,865,"October 31, 2024",Rosé&Bruno Mars,Apt.,—,M Countdown,track:Apt. artist:Rosé&Bruno Mars year:2000-2024,0JLcfQTtEf3Whtj59OhS0f
260,866,"January 9, 2025",Stray Kids,Walkin on Water,"8,656",M Countdown,track:Walkin on Water artist:Stray Kids year:2000-2025,5uNeoAlqCKWSrHwDcCLr4y
261,867,"January 16, 2025",BoyNextDoor,"If I Say, I Love You","9,500 ",M Countdown,"track:If I Say, I Love You artist:BoyNextDoor year:2000-2025",7GOIrZTegzVty8mhNhRuA0
262,868,"January 23, 2025",Ive,Rebel Heart,"8,147",M Countdown,track:Rebel Heart artist:Ive year:2000-2025,2JoRBbFJyKytt4y3D0HxQu
263,"1,102","January 7, 2022",NCT U,Universe,"5,930",Music Bank,track:Universe artist:NCT U year:2000-2022,11bKMtXv6SRHY4paHR6qhz
264,"1,103","January 14, 2022",Kep1er,Wa Da Da,"3,678",Music Bank,track:Wa Da Da artist:Kep1er year:2000-2022,4gdiCHNbwugojBqr5Jt3pq
265,"1,104","January 21, 2022",Enhypen,Blessed-Cursed,"8,377",Music Bank,track:Blessed-Cursed artist:Enhypen year:2000-2022,7ecbsiAQ6PNdiAq0hplVZo
266,"1,105","January 28, 2022",IU,Winter Sleep,"2,949",Music Bank,track:Winter Sleep artist:IU year:2000-2022,2y4hHM6c48Qzk0bqh33XfB
267,"1,106","February 4, 2022",Pentagon,Feelin' Like,"3,426",Music Bank,track:Feelin' Like artist:Pentagon year:2000-2022,1GdahB0MwZ6MnwU51zkVhF
268,—,"February 11, 2022",Ive,Eleven,"3,058",Music Bank,track:Eleven artist:Ive year:2000-2022,7n2FZQsaLb7ZRfRPfEeIvr
269,—,"February 18, 2022",Ive,Eleven,"2,566",Music Bank,track:Eleven artist:Ive year:2000-2022,7n2FZQsaLb7ZRfRPfEeIvr
270,"1,107","February 25, 2022",Treasure,Jikjin,"4,520",Music Bank,track:Jikjin artist:Treasure year:2000-2022,2bnJ8IxZnVc2YmUaX0sZap
271,"1,108","March 4, 2022",STAYC,Run2U,"6,821",Music Bank,track:Run2U artist:STAYC year:2000-2022,3gFcGnU4kTdMYLXDjH1TK8
272,"1,109","March 11, 2022",STAYC,Run2U,"4,719",Music Bank,track:Run2U artist:STAYC year:2000-2022,3gFcGnU4kTdMYLXDjH1TK8
273,"1,110","March 18, 2022",Kim Woo Seok,Switch,"6,016",Music Bank,track:Switch artist:Kim Woo Seok year:2000-2022,2muZNT1f0eVDC6qbCto2Ma
274,"1,111","March 25, 2022",Stray Kids,Maniac,"10,596",Music Bank,track:Maniac artist:Stray Kids year:2000-2022,0ObcVIFoDdBBClvABfJvdz
275,"1,112","April 1, 2022",Red Velvet,Feel My Rhythm,"8,416",Music Bank,track:Feel My Rhythm artist:Red Velvet year:2000-2022,2oBMZYteeO8DyXV9gDx6Za
276,"1,113","April 8, 2022",NCT Dream,Glitch Mode,"10,718",Music Bank,track:Glitch Mode artist:NCT Dream year:2000-2022,5b1PngLlxc7hj3fJXrE2Zm
277,"1,114","April 15, 2022",Ive,Love Dive,"12,095",Music Bank,track:Love Dive artist:Ive year:2000-2022,0Q5VnK2DYzRyfqQRJuUtvi
278,"1,115","April 22, 2022",Ive,Love Dive,"7,324",Music Bank,track:Love Dive artist:Ive year:2000-2022,0Q5VnK2DYzRyfqQRJuUtvi
279,"1,116","April 29, 2022",Ive,Love Dive,"6,959",Music Bank,track:Love Dive artist:Ive year:2000-2022,0Q5VnK2DYzRyfqQRJuUtvi
280,"1,117","May 6, 2022",Monsta X,Love,"8,499",Music Bank,track:Love artist:Monsta X year:2000-2022,0dLenhMYqqeTlHrZqcXkm6
281,"1,118","May 13, 2022",Le Sserafim,Fearless,"7,881",Music Bank,track:Fearless artist:Le Sserafim year:2000-2022,296nXCOv97WJNRWzIBQnoj
282,"1,119","May 20, 2022",TXT,Good Boy Gone Bad,"12,610",Music Bank,track:Good Boy Gone Bad artist:TXT year:2000-2022,1HsSIPLTQT354yJcQGfEY3
283,"1,120","May 27, 2022",Astro,Candy Sugar Pop,"6,561",Music Bank,track:Candy Sugar Pop artist:Astro year:2000-2022,767gRjedAWnbUer6ARRS8d
284,"1,122","June 10, 2022",NCT Dream,Beatbox,"11,069",Music Bank,track:Beatbox artist:NCT Dream year:2000-2022,0CatzXH85XWyBqqdB6qPMB
285,"1,123","June 17, 2022",BTS,Yet to Come,"6,692",Music Bank,track:Yet to Come artist:BTS year:2000-2022,10SRMwb9EuVS1K9rYsBfHQ
286,"1,124","June 24, 2022",BTS,Yet to Come,"5,573",Music Bank,track:Yet to Come artist:BTS year:2000-2022,10SRMwb9EuVS1K9rYsBfHQ
287,"1,125","July 1, 2022",Kep1er,Up!,"7,268",Music Bank,track:Up! artist:Kep1er year:2000-2022,3XZAvh2NCDQYHgJei35VQ1
288,"1,126","July 8, 2022",Fromis 9,Stay This Way,"8,378",Music Bank,track:Stay This Way artist:Fromis 9 year:2000-2022,3pqgVtpnQbBAZoWT4AEm1B
289,"1,127","July 15, 2022",Enhypen,Future Perfect (Pass the MIC),"8,577",Music Bank,track:Future Perfect (Pass the MIC) artist:Enhypen year:2000-2022,6PRy17C5LiiN7VCLS6IA98
290,"1,128","July 22, 2022",Itzy,Sneakers,"10,427",Music Bank,track:Sneakers artist:Itzy year:2000-2022,5RoqWTV72C8GZhHmQqBh7O
291,"1,129","July 29, 2022",Seventeen,_World,"10,353",Music Bank,track:_World artist:Seventeen year:2000-2022,3QwiidVHfeE9y5jl4n2MTC
292,"1,130","August 5, 2022",Ateez,Guerrilla,"8,474",Music Bank,track:Guerrilla artist:Ateez year:2000-2022,51FqwsDpGN9EaMXouCcHSL
293,"1,131","August 12, 2022",Ateez,Guerrilla,"6,169",Music Bank,track:Guerrilla artist:Ateez year:2000-2022,51FqwsDpGN9EaMXouCcHSL
294,"1,132","August 19, 2022",NewJeans,Attention,"11,150",Music Bank,track:Attention artist:NewJeans year:2000-2022,2pIUpMhHL6L9Z5lnKxJJr9
295,"1,133","August 26, 2022",The Boyz,Whisper,"11,097",Music Bank,track:Whisper artist:The Boyz year:2000-2022,52uklJhyhJbLvHrgkiqCaW
296,"1,134","September 2, 2022",Ive,After Like,"12,174",Music Bank,track:After Like artist:Ive year:2000-2022,6CV6j2xz54thzlrWML3kAW
297,—,"September 9, 2022",Ive,After Like,"11,406",Music Bank,track:After Like artist:Ive year:2000-2022,6CV6j2xz54thzlrWML3kAW
298,"1,135","September 16, 2022",Oneus,Same Scent,"8,115",Music Bank,track:Same Scent artist:Oneus year:2000-2022,6Po0reh8h94W5WOdA77BW5
299,"1,136","September 23, 2022",Ive,After Like,"7,502",Music Bank,track:After Like artist:Ive year:2000-2022,6CV6j2xz54thzlrWML3kAW
300,"1,137","September 30, 2022",NCT 127,2 Baddies,"9,309",Music Bank,track:2 Baddies artist:NCT 127 year:2000-2022,7035sowF3NNYDfRUO8GF9H
301,"1,138","October 7, 2022",Ive,After Like,"6,966",Music Bank,track:After Like artist:Ive year:2000-2022,6CV6j2xz54thzlrWML3kAW
302,"1,139","October 14, 2022",Stray Kids,Case 143,"11,168",Music Bank,track:Case 143 artist:Stray Kids year:2000-2022,3Z2x4v9CdkCzkh3KIi5roQ
303,"1,140","October 21, 2022",Stray Kids,Case 143,"8,113",Music Bank,track:Case 143 artist:Stray Kids year:2000-2022,3Z2x4v9CdkCzkh3KIi5roQ
304,"1,141","October 28, 2022",(G)I-dle,Nxde,"12,541",Music Bank,track:Nxde artist:(G)I-dle year:2000-2022,7Ejqkb9YfldcLoh8B6bXgj
305,—[b],"November 4, 2022",Le Sserafim,Antifragile,"8,786",Music Bank,track:Antifragile artist:Le Sserafim year:2000-2022,4fsQ0K37TOXa3hEQfjEic1
306,—,"November 11, 2022",Le Sserafim,Antifragile,"6,137",Music Bank,track:Antifragile artist:Le Sserafim year:2000-2022,4fsQ0K37TOXa3hEQfjEic1
307,"1,142","November 18, 2022",Highlight,Alone,"7,618",Music Bank,track:Alone artist:Highlight year:2000-2022,7qrpkyFfaglH9BfYbppZPH
308,"1,143","November 25, 2022",Verivery,Tap Tap,"6,069",Music Bank,track:Tap Tap artist:Verivery year:2000-2022,6h1gyj7xNRLKy7dNAfEFsI
309,"1,144","December 2, 2022",CSR,♡Ticon,"6,407",Music Bank,track:♡Ticon artist:CSR year:2000-2022,3HLLUrOUQCdGcXgbKn4BDg
310,"1,145","December 9, 2022",Itzy,Cheshire,"8,462",Music Bank,track:Cheshire artist:Itzy year:2000-2022,7h2fuB9cDFhdq9q3DsjiwY
311,—,"December 16, 2022",Kara,When I Move,"5,618",Music Bank,track:When I Move artist:Kara year:2000-2022,7gjNxZa0eOEFLY1So9s3fC
312,—,"December 23, 2022",Younha,Event Horizon,"4,233",Music Bank,track:Event Horizon artist:Younha year:2000-2022,6RBziRcDeiho3iTPdtEeg9
313,—,"December 30, 2022",NCT Dream,Candy,"10,528",Music Bank,track:Candy artist:NCT Dream year:2000-2022,27bIik73QCu8Xzt3xpG1bI
314,"1,146","January 6, 2023",Ateez,Halazia,"8,793",Music Bank,track:Halazia artist:Ateez year:2000-2023,5lh5eRZDsMC19G0DruLYTX
315,"1,147","January 13, 2023",NewJeans,Ditto,"11,011",Music Bank,track:Ditto artist:NewJeans year:2000-2023,3r8RuvgbX9s7ammBn07D3W
316,"1,148","January 20, 2023",Monsta X,Beautiful Liar,"10,600",Music Bank,track:Beautiful Liar artist:Monsta X year:2000-2023,5mMbYWbjbyvhijwLCKvbwm
317,"1,149","January 27, 2023",NewJeans,OMG,"7,612",Music Bank,track:OMG artist:NewJeans year:2000-2023,65FftemJ1DbbZ45DUfHJXE
318,"1,150","February 3, 2023",TXT,Sugar Rush Ride,"13,245",Music Bank,track:Sugar Rush Ride artist:TXT year:2000-2023,0rhI6gvOeCKA502RdJAbfs
319,"1,151","February 10, 2023",NCT 127,Ay-Yo,"11,861",Music Bank,track:Ay-Yo artist:NCT 127 year:2000-2023,3ePLUHZ0wpewHpAg6P3wUE
320,"1,152","February 17, 2023",BSS,Fighting,"8,828",Music Bank,track:Fighting artist:BSS year:2000-2023,7eBpUuPnDTfbeP1P4P93CS
321,"1,153","February 24, 2023",STAYC,Teddy Bear,"7,566",Music Bank,track:Teddy Bear artist:STAYC year:2000-2023,4kSDi21MeOoSvpZs6MveI9
322,"1,154","March 3, 2023",The Boyz,Roar,"8,514",Music Bank,track:Roar artist:The Boyz year:2000-2023,7yP9oxhtOozkCptLHJoq3l
323,—,"March 10, 2023",The Boyz,Roar,"6,013",Music Bank,track:Roar artist:The Boyz year:2000-2023,7yP9oxhtOozkCptLHJoq3l
324,"1,155","March 17, 2023",Twice,Set Me Free,"12,587",Music Bank,track:Set Me Free artist:Twice year:2000-2023,5wWKmrHWMyvKTJtMABMF2r
325,"1,156","March 24, 2023",Kai,Rover,"8,161",Music Bank,track:Rover artist:Kai year:2000-2023,3WUyu94psXrYV6HZbXgcFA
326,"1,157","March 31, 2023",Jimin,Like Crazy,"9,198",Music Bank,track:Like Crazy artist:Jimin year:2000-2023,3Ua0m0YmEjrMi9XErKcNiR
327,"1,158","April 7, 2023",Jimin,Like Crazy,"7,682",Music Bank,track:Like Crazy artist:Jimin year:2000-2023,3Ua0m0YmEjrMi9XErKcNiR
328,"1,159","April 14, 2023",Jisoo,Flower,"7,140",Music Bank,track:Flower artist:Jisoo year:2000-2023,0bC7GKnxh9W9JIvJ6HVWxc
329,"1,160","April 21, 2023",Ive,I Am,"14,690",Music Bank,track:I Am artist:Ive year:2000-2023,7KavHYqoVFNB3IUXfs5gvP
330,"1,161","April 28, 2023",NCT DoJaeJung,Perfume,"8,350",Music Bank,track:Perfume artist:NCT DoJaeJung year:2000-2023,0jd4aa9XgV5eom0ez0WBrD
331,"1,162","May 5, 2023",Seventeen,Super,"13,059",Music Bank,track:Super artist:Seventeen year:2000-2023,3AOf6YEpxQ894FmrwI9k96
332,"1,163","May 12, 2023",Le Sserafim,Unforgiven,"13,498",Music Bank,track:Unforgiven artist:Le Sserafim year:2000-2023,51vRumtqbkNW9wrKfESwfu
333,"1,164","May 19, 2023",Aespa,Spicy,"11,842",Music Bank,track:Spicy artist:Aespa year:2000-2023,3gtlthEgyulDfT8dWdKsnv
334,"1,165","May 26, 2023",(G)I-dle,Queencard,"10,487",Music Bank,track:Queencard artist:(G)I-dle year:2000-2023,68r87x3VZdAMhv8nBVuynz
335,"1,166","June 2, 2023",Enhypen,Bite Me,"12,595",Music Bank,track:Bite Me artist:Enhypen year:2000-2023,7mpdNiaQvygj2rHoxkzMfa
336,"1,167","June 9, 2023",Stray Kids,S-Class,"13,481",Music Bank,track:S-Class artist:Stray Kids year:2000-2023,54zRGA28tVRKRmFCpywWko
337,"1,168","June 16, 2023",Stray Kids,S-Class,"8,333",Music Bank,track:S-Class artist:Stray Kids year:2000-2023,54zRGA28tVRKRmFCpywWko
338,"1,169","June 23, 2023",Ateez,Bouncy (K-Hot Chilli Peppers),"11,624",Music Bank,track:Bouncy (K-Hot Chilli Peppers) artist:Ateez year:2000-2023,7Lhm9BUglm30Q6Fb1Fl2By
339,"1,170","June 30, 2023",Ateez,Bouncy (K-Hot Chilli Peppers),"7,410",Music Bank,track:Bouncy (K-Hot Chilli Peppers) artist:Ateez year:2000-2023,7Lhm9BUglm30Q6Fb1Fl2By
340,"1,171","July 7, 2023",Shinee,Hard,"6,453",Music Bank,track:Hard artist:Shinee year:2000-2023,2VV1RIhTgeJ4PEMYz6TqDB
341,"1,172","July 14, 2023",(G)I-dle,Queencard,"5,154",Music Bank,track:Queencard artist:(G)I-dle year:2000-2023,68r87x3VZdAMhv8nBVuynz
342,"1,173","July 21, 2023",Exo,Cream Soda,"7,269",Music Bank,track:Cream Soda artist:Exo year:2000-2023,42h7yc9Rda1IOMYLACVgld
343,"1,174","July 28, 2023",NCT Dream,ISTJ,"11,841",Music Bank,track:ISTJ artist:NCT Dream year:2000-2023,6j268AN4RJXNyFNeFUfB50
344,"1,175","August 4, 2023",NCT Dream,ISTJ,"6,841",Music Bank,track:ISTJ artist:NCT Dream year:2000-2023,6j268AN4RJXNyFNeFUfB50
345,—,"August 11, 2023",Itzy,Cake,"10,866",Music Bank,track:Cake artist:Itzy year:2000-2023,24hyxhmnwutr6ncxX9ALIU
346,"1,176","August 18, 2023",The Boyz,Lip Gloss,"7,306",Music Bank,track:Lip Gloss artist:The Boyz year:2000-2023,5yREbqEnoqMRuIOQ60t6as
347,"1,177","August 25, 2023",Jihyo,Killin' Me Good,"5,525",Music Bank,track:Killin' Me Good artist:Jihyo year:2000-2023,3gafQxekHAbM52PxdX9SDR
348,"1,178","September 1, 2023",STAYC,Bubble,"5,928",Music Bank,track:Bubble artist:STAYC year:2000-2023,4P5ozkI1bxiGxA5rZ27jlO
349,"1,179","September 8, 2023",NCT U,Baggy Jeans,"11,881",Music Bank,track:Baggy Jeans artist:NCT U year:2000-2023,3fR9cyHIKckUDwuy3m5tKn
350,"1,180","September 15, 2023",V,Slow Dancing,"9,234",Music Bank,track:Slow Dancing artist:V year:2000-2023,5h1BN75CEh8wdSwE1xrbSe
351,"1,181","September 22, 2023",V,Slow Dancing,"6,587",Music Bank,track:Slow Dancing artist:V year:2000-2023,5h1BN75CEh8wdSwE1xrbSe
352,—,"September 29, 2023",Tempest,Vroom Vroom,"5,914",Music Bank,track:Vroom Vroom artist:Tempest year:2000-2023,0MHiMXXoCcgzZVk33HLWmL
353,—,"October 6, 2023",Oneus,Baila Conmigo,"5,408",Music Bank,track:Baila Conmigo artist:Oneus year:2000-2023,3KXqLK4qPxr6qlrfzVVmNY
354,"1,182","October 13, 2023",NCT 127,Fact Check,"8,896",Music Bank,track:Fact Check artist:NCT 127 year:2000-2023,5H46gVYLDwpxbsIgPoihO4
355,—,"October 20, 2023",TXT,Chasing That Feeling,"8,897",Music Bank,track:Chasing That Feeling artist:TXT year:2000-2023,0ZPjVmof45INEERgYfadtv
356,"1,183","October 27, 2023",TXT,Chasing That Feeling,"5,906",Music Bank,track:Chasing That Feeling artist:TXT year:2000-2023,0ZPjVmof45INEERgYfadtv
357,"1,185","November 10, 2023",Jung Kook,Seven,"9,776",Music Bank,track:Seven artist:Jung Kook year:2000-2023,7Hcj0duTWiCSYDtJaztNIt
358,"1,186","November 17, 2023",Stray Kids,Lalalala,"10,481",Music Bank,track:Lalalala artist:Stray Kids year:2000-2023,26yvgQHa2ozFcwpwHDyUUp
359,"1,187","November 24, 2023",Enhypen,Sweet Venom,"11,542",Music Bank,track:Sweet Venom artist:Enhypen year:2000-2023,2YmfV4lAjrAQvuggKCUX6m
360,"1,188","December 1, 2023",The Boyz,Watch It,"7,511",Music Bank,track:Watch It artist:The Boyz year:2000-2023,3UQw1V8gM5YihFDcnjNkWN
361,—,"December 8, 2023",Ateez,Crazy Form,"10,386",Music Bank,track:Crazy Form artist:Ateez year:2000-2023,7KRMUlKJ691FS7CIB4O7yQ
362,—,"December 15, 2023",Ateez,Crazy Form,"6,348",Music Bank,track:Crazy Form artist:Ateez year:2000-2023,7KRMUlKJ691FS7CIB4O7yQ
363,—,"December 22, 2023",Ateez,Crazy Form,"5,411",Music Bank,track:Crazy Form artist:Ateez year:2000-2023,7KRMUlKJ691FS7CIB4O7yQ
364,—,"December 29, 2023",Exo,The First Snow,"4,543",Music Bank,track:The First Snow artist:Exo year:2000-2023,2VNpT9fRk1kyksT0S4coZR
365,"1,189","January 5, 2024",NCT 127,Be There For Me,"7,392",Music Bank,track:Be There For Me artist:NCT 127 year:2000-2024,1k5b4EAewkP3sqLWcCmWRQ
366,"1,190","January 12, 2024",NCT 127,Be There For Me,"6,690",Music Bank,track:Be There For Me artist:NCT 127 year:2000-2024,1k5b4EAewkP3sqLWcCmWRQ
367,"1,191","January 19, 2024",Itzy,Untouchable,"10,679",Music Bank,track:Untouchable artist:Itzy year:2000-2024,1cSh61cAJBP25IsXo59V2S
368,"1,192","January 26, 2024",Nmixx,Dash,"11,952",Music Bank,track:Dash artist:Nmixx year:2000-2024,1mXIJLlpAEG3Vab5b21QIM
369,"1,193","February 2, 2024",Evnne,Ugly,"6,734",Music Bank,track:Ugly artist:Evnne year:2000-2024,3p5SJW1Jb4EvSEXrpShQzm
370,—[note 1],"February 9, 2024",IU,Love Wins All,"3,389",Music Bank,track:Love Wins All artist:IU year:2000-2024,0djkJ3iAARXRCbfbwwVc3o
371,"1,194","February 16, 2024",P1Harmony,Killin' It,"8,694",Music Bank,track:Killin' It artist:P1Harmony year:2000-2024,2E7qG81LXdZEfobhcrVm06
372,"1,195","February 23, 2024",TWS,Plot Twist,"4,896",Music Bank,track:Plot Twist artist:TWS year:2000-2024,0aZG8KWrpRnsGL0loUkfSj
373,"1,196","March 1, 2024",Le Sserafim,Easy,"9,874",Music Bank,track:Easy artist:Le Sserafim year:2000-2024,2O4Bb2WCkjlTPO827OnBMI
374,"1,197","March 8, 2024",Cravity,Love or Die,"7,432",Music Bank,track:Love or Die artist:Cravity year:2000-2024,6UyOqNdJweSjjZsguSgYO1
375,"1,198","March 15, 2024",Le Sserafim,Easy,"4,492",Music Bank,track:Easy artist:Le Sserafim year:2000-2024,2O4Bb2WCkjlTPO827OnBMI
376,"1,199","March 22, 2024",Highlight,Body,"7,255",Music Bank,track:Body artist:Highlight year:2000-2024,3jH1IMkaF2I1sDgNDbegq5
377,"1,200","March 29, 2024",The Boyz,Nectar,"9,747",Music Bank,track:Nectar artist:The Boyz year:2000-2024,6MEtGumgTXWquxH35osvEC
378,"1,201","April 5, 2024",NCT Dream,Smoothie,"11,596",Music Bank,track:Smoothie artist:NCT Dream year:2000-2024,4FHK9yx0aji18DiEkC9USz
379,"1,202","April 12, 2024",Tomorrow X Together,Deja Vu,"10,327",Music Bank,track:Deja Vu artist:Tomorrow X Together year:2000-2024,3aAnwyBJY9OLNLqSgd4fZU
380,—[note 1],"April 19, 2024",Illit,Magnetic,"5,096",Music Bank,track:Magnetic artist:Illit year:2000-2024,1aKvZDoLGkNMxoRYgkckZG
381,"1,203","April 26, 2024",BoyNextDoor,"Earth, Wind & Fire","11,210",Music Bank,"track:Earth, Wind & Fire artist:BoyNextDoor year:2000-2024",0Tq7v8YAmwdnAYBwyR1pZ4
382,"1,204","May 3, 2024",Lee Chan-won,하늘 여행,"7,227",Music Bank,track:하늘 여행 artist:Lee Chan-won year:2000-2024,7i6gw4yvdxfTAbjHOmSjsP
383,"1,205","May 10, 2024",Seventeen,Maestro,"8,614",Music Bank,track:Maestro artist:Seventeen year:2000-2024,2UE9XGbAzicJIyo4bB6sqM
384,"1,206","May 17, 2024",Seventeen,Maestro,"7,216",Music Bank,track:Maestro artist:Seventeen year:2000-2024,2UE9XGbAzicJIyo4bB6sqM
385,"1,208","May 31, 2024",NewJeans,How Sweet,"9,836",Music Bank,track:How Sweet artist:NewJeans year:2000-2024,38tXZcL1gZRfbqfOG0VMTH
386,"1,209","June 7, 2024",Ateez,Work,"10,828",Music Bank,track:Work artist:Ateez year:2000-2024,2v5P8pSXa4fdaTHWvJexwl
387,"1,210","June 14, 2024",Aespa,Supernova,"7,493",Music Bank,track:Supernova artist:Aespa year:2000-2024,2VdSktBqFfkW7y6q5Ik4Z4
388,"1,211","June 21, 2024",Nayeon,ABCD,"8,664",Music Bank,track:ABCD artist:Nayeon year:2000-2024,7yRW1NpgQzFDQbkHat2lxQ
389,"1,212","June 28, 2024",Riize,Boom Boom Bass,"9,979",Music Bank,track:Boom Boom Bass artist:Riize year:2000-2024,6Ixrp3yXfzv5brZXmZuXXN
390,"1,213","July 5, 2024",TWS,"If I'm S, Can You Be My N?","10,430",Music Bank,"track:If I'm S, Can You Be My N? artist:TWS year:2000-2024",2y8vRHEoz15sYDmxyrDePO
391,"1,214","July 12, 2024",STAYC,Cheeky Icy Thang,"7,502",Music Bank,track:Cheeky Icy Thang artist:STAYC year:2000-2024,7ofzzULEsHGPLCkDUeL2aM
392,"1,215","July 19, 2024",Enhypen,XO (Only If You Say Yes),"11,233",Music Bank,track:XO (Only If You Say Yes) artist:Enhypen year:2000-2024,3RkSwrsIadAvqVtMp5yhaB
393,"1,216","July 26, 2024",Stray Kids,Chk Chk Boom,"11,462",Music Bank,track:Chk Chk Boom artist:Stray Kids year:2000-2024,4Y2SbIvpaBfL2844r8EGgT
394,—[note 1],"August 2, 2024",NCT 127,Walk,"8,335",Music Bank,track:Walk artist:NCT 127 year:2000-2024,5o5mfjvxzxRChb45hbWuuw
395,—[note 1],"August 9, 2024",NCT 127,Walk,"6,453",Music Bank,track:Walk artist:NCT 127 year:2000-2024,5o5mfjvxzxRChb45hbWuuw
396,"1,217","August 16, 2024",Stray Kids,Chk Chk Boom,"8,031",Music Bank,track:Chk Chk Boom artist:Stray Kids year:2000-2024,4Y2SbIvpaBfL2844r8EGgT
